ticker
MSFT
AAPL
GOOG
GOOGL
AMZN
NVDA
META
TSLA
AVGO
COST
ASML
ADBE
AMD
PEP
NFLX
AZN
CSCO
INTC
LIN
PDD
TMUS
CMCSA
INTU
AMGN
QCOM
TXN
HON
SNY
AMAT
ISRG
BKNG
VRTX
GILD
SBUX
PANW
REGN
LRCX
MDLZ
ADP
ADI
MU
ABNB
MELI
SNPS
KLAC
EQIX
CDNS
WDAY
CME
ARM
CRWD
CSX
MAR
PYPL
TEAM
LULU
MNST
CTAS
ORLY
ROP
MRVL
NTES
CHTR
NXPI
ADSK
PCAR
DXCM
FTNT
MCHP
KHC
ROST
CPRT
KDP
IDXX
PAYX
AEP
ODFL
DDOG
BIDU
MRNA
CTSH
EA
IBKR
FAST
CEG
BIIB
EXC
ZS
VRSK
GEHC
XEL
JD
CSGP
NDAQ
COIN
ON
TTD
BKR
CCEP
GFS
LI
CDW
DLTR
ACGL
MDB
MPWR
ANSS
TTWO
FANG
SBAC
SPLK
WTW
WBD
BNTX
TCOM
TSCO
MBLY
TROW
ALNY
VOD
ULTA
RYAAY
SYM
FITB
TW
ARGX
ILMN
EBAY
ZM
VRSN
EXPE
ICLR
ALGN
PTC
ERIC
FCNCA
FCNCO
SIRI
WBA
JBHT
GMAB
COO
PFG
WMG
AXON
SMCI
CHKP
BGNE
STLD
AKAM
STX
HBAN
BMRN
NTAP
LPLA
HOLX
NTRS
RPRX
WDC
ENTG
RIVN
CINF
SWKS
FSLR
TER
LOGI
ERIE
DKNG
ENPH
POOL
SSNC
GEN
FWONA
FOX
FOXA
BSY
NDSN
PODD
HST
VTRS
XP
CELH
CG
VFS
NWSA
INCY
NWS
APP
OKTA
MANH
NICE
NBIX
LNT
UAL
DOCU
AZPN
LKQ
TRMB
GLPI
ZBRA
ZG
Z
AFRM
NTNX
EVRG
LECO
ROKU
TPG
JKHY
KRTX
EXAS
GRAB
MORN
REG
SAIA
ARCC
TECH
LBRDK
LBRDA
LEGN
PAA
OTEX
LAMR
DBX
MLCO
SRPT
CASY
WYNN
DOX
FFIV
FIVE
HTHT
UTHR
CHK
MKTX
CHRW
MTCH
EWBC
QRVO
BRKR
FLEX
RGEN
CZR
GTLB
APA
HOOD
HSIC
CYBR
MNDY
ESLT
LSCC
CHDN
PARAA
DUOL
PARA
MEDP
ROIV
TTEK
PCTY
AAL
COKE
OLED
SEIC
IMGN
WSC
WWD
ETSY
MSTR
SWAV
WING
CYTK
RGLD
APLS
TXRH
ACHC
CERE
XRAY
LBTYK
LBTYA
ASND
GNTX
JAZZ
MIDD
AMKR
NTRA
RMBS
SOFI
IEP
IONS
NFE
WIX
FSV
LNW
DSGX
UFPI
QLYS
EXEL
LBTYB
LSTR
MKSI
CFLT
ALTR
FRSH
CBSH
CART
PPC
AGNC
WFRD
SPSC
ENSG
LCID
CCCS
CGNX
CACC
HAS
BBIO
ITCI
APPF
MASI
PNFP
CNXC
GLBE
MAT
CHRD
HQY
BZ
SIGI
MTSI
GRFS
CROX
HLNE
ZION
IMVT
SSB
NXT
ZI
LFUS
NSIT
PCVX
NXST
CAR
BPOP
WTFC
REYN
OPCH
AAON
NOVT
FIVN
FYBR
VNOM
TENB
BRZE
TXG
BOKF
BECN
RRR
DLO
STNE
OZK
SFM
COLB
VLY
CHX
CIGI
MMYT
EXLS
DOOO
CRSP
ALGM
VRNS
DRS
FCFS
SATS
BPMC
QDEL
AUR
FRHC
FTAI
LYFT
UBSI
HALO
CWST
MDGL
ACAD
ONB
LANC
ASO
IRDM
COLM
IPGP
ALKS
NUVL
EXPO
EEFT
OLLI
MMSI
RVMD
BCPC
FIZZ
SRCL
ACT
IPAR
POWI
BLKB
FELE
SHC
SGRY
FUTU
ESGR
IAC
AVT
SLM
PECO
CRUS
HCP
PTEN
SMPL
BILI
SEDG
MRTX
COOP
FRPT
SYNA
INSM
AXSM
MARA
CRVL
RCM
WEN
FFIN
PAGP
ACLS
NEOG
NCNO
NVMI
PEGA
AEIS
HWC
TFSL
LNTH
UMBF
LOPE
GT
ARWR
SLAB
PCH
WDFC
FOLD
RYZB
VERX
PGNY
PSNY
AZTA
URBN
VRRM
RARE
CCOI
KRYS
IMCR
PENN
BL
LITE
RUSHA
STEP
PYCR
OMAB
FLNC
FROG
AXNX
OTTR
MLTX
ABCB
SPT
RUSHB
AVAV
NWL
CVLT
NARI
IRTC
BGC
XENE
UCBI
WIRE
CSWI
CAMT
RPD
RELY
ALVO
IART
SRAD
NVEI
SBRA
DIOD
ACIW
GGAL
ITRI
BHF
VC
IBOC
MQ
JJSF
ALRM
SHOO
RUN
AMED
FORM
TIGO
OLK
TSEM
VIRT
CATY
CRDO
FIBK
ZD
VSAT
TCBI
MEOH
INTA
NWE
EVO
SWTX
BANF
IOSP
GH
SGML
KLIC
LGIH
SANM
TRMD
BRP
INDV
GSHD
PLTK
PLXS
HCM
ARCB
FOXF
HELE
LIVN
FTRE
PDCO
ARLP
HUBG
GO
CBAY
FHB
TRIP
CALM
IDCC
INDB
MGRC
WSFS
PINC
ACLX
BMBL
AMPH
SITM
PPBI
TMDX
LFST
FTDR
CVBF
UPST
CVCO
IDYA
DNLI
CARG
GDRX
DORM
FULT
GBDC
GLPG
CERT
HTZ
RCKT
CORT
PRVA
MGEE
RNW
WERN
PTVE
IBRX
ICFI
RDNT
CRNX
ODD
PSEC
STRL
FLYW
ROCK
BATRA
BATRK
ZLAB
APPN
KTOS
RKLB
NTLA
SMMT
JAMF
RYTM
PZZA
MYRG
NMIH
EBC
PSMT
RIOT
GLNG
ALKT
PRCT
QFIN
PRGS
AY
DNUT
SFNC
PRFT
RXRX
IAS
CENTA
FA
TGTX
CENT
CLDX
VIAV
ICUI
SOVO
STRA
ACVA
AMBA
SHLS
VCTR
AVDX
SBCF
PI
ROAD
IQ
BLMN
PTCT
PAX
NMRA
OPEN
GTX
IOVA
SIMO
DRVN
PATK
FFBC
VKTX
EXTR
ARVN
GPCR
SSRM
OSIS
PTON
ATEC
IBTX
ARDX
UDMY
WB
TOWN
LAUR
BEAM
FRME
MGPI
ENLT
PLUS
SNEX
GOGL
INTR
NAVI
TBBK
ARRY
SKYW
EXPI
ATAT
TWST
UPWK
ROVR
AFYA
SDGR
LZ
NEO
XRX
PLAY
SONO
SBLK
WAFD
HURN
VCYT
CLBK
MRUS
CMPR
AGYS
ODP
EVCM
MRCY
VCEL
HRMY
PLAB
PLUG
MYGN
DVAX
NBTB
IRWD
MLKN
NWTN
SNDX
INMD
PRTA
ENVX
KROS
ROIC
ANDE
AMAM
UPBD
PAYO
MBIN
JBLU
HEES
STGW
HLMN
WSBC
TFIN
MXL
HPK
PACB
BANR
TNDM
KYMR
CPRX
VRNT
NVEE
OCSL
VICR
NWLI
VECO
CNXN
FBYD
VRTS
INBX
NMRK
APGE
TRMK
RXST
CAKE
GCMG
MRVI
AMRX
ATRC
CBRL
HOLI
AMEH
IESC
SABR
EYE
MRTN
CLBT
NTCT
IMKTA
SAGE
EFSC
LKFN
THRM
SUPN
OMCL
ARHS
HTLF
TLRY
COHU
CHCO
CSGS
NWBI
IRON
RUM
PCRX
PLMR
UCTT
XMTR
TTMI
AMPL
SPNS
STAA
JACK
AVPT
NAMS
COCO
LILAK
LILA
ABCL
DSGR
XPEL
OLPX
CLSK
TWKS
AMWD
ADUS
GIII
DH
PTGX
MOR
WABC
TBLA
ALHC
SYBT
VRNA
AVDL
FBNC
CSIQ
GPRE
MORF
FWRD
RLAY
UNIT
CRSR
CRCT
CRTO
VIR
HOPE
HWKN
OSW
DCBO
ALGT
PERI
NVCR
YY
SVC
HLIT
SLNO
CLMT
CASH
NMFC
KNSA
STER
KFRC
TCBK
UFPT
BUSE
MCRI
SANA
LMAT
DMLP
WINA
AUTL
XNCR
USLM
ACMR
BCRX
LESL
MIRM
SKWD
LGND
SEAT
AKRO
STBA
SRCE
INDI
JBSS
ADV
AGIO
NEXT
MGNI
DAWN
NSSC
ALPN
SMTC
GDS
VBTX
ADEA
APOG
VRDN
DCPH
PRDO
ANGI
BLTE
GSM
ECPG
FWRG
TRUP
CHEF
PDFS
SRRK
PHVS
ANIP
SASR
BASE
NVTS
KURA
SAFT
PLYA
GOGO
AUPH
ACDC
MNTK
ADMA
TASK
INFN
GDEN
SCHL
SGH
NRDS
PEBO
CTKB
SAVA
MSEX
GERN
TNGX
PLRX
PFBC
COLL
WALD
AMLX
ATSG
CMCO
INVA
MATW
HIMX
ACCD
MDRX
DYN
IMTX
SP
METCB
MBUU
ULCC
HTLD
SHEN
CSWC
PTLO
ETNB
KRUS
EMBC
BLDP
TRS
KALU
OPRA
SCRM
ERII
HAIN
LVRO
IMOS
FORTY
MOMO
NWGL
VERV
OCFC
ICHR
CENX
TTGT
NRC
ASTL
EWCZ
TTEC
POWL
GRCL
PWP
LAZR
GDYN
DCOM
ZNTL
CPLP
NGMS
MDXG
TH
LQDA
WKME
SCSC
ARKO
HSAI
SSYS
VSEC
CABA
BRKL
GABC
MNRO
RDFN
AHCO
METC
ESTA
QCRH
MNKD
AMSF
MFIC
SBSI
ASTS
GCT
LBAI
EVBG
LPRO
PRAA
QTRX
SBGI
WEST
CNOB
RNA
TRNS
HUT
ARCT
BIOX
DGII
RBCAA
HARP
OPAL
IRBT
LNZA
DWAC
PGY
FBMS
CVAC
SLRC
HSTM
RAPT
BFC
PHAR
LBPH
VREX
EGBN
CRGX
BELFA
KRNT
INNV
PFC
EYPT
FLGT
BELFB
BLBD
WRLD
FDMT
EXAI
ICVX
CFFN
BLFS
CRON
TMCI
CCRN
CGBD
ECX
ULH
KARO
SYRE
AMAL
SPTN
ASTE
CRNC
CRESY
SLP
HIBB
BCYC
BTDR
RPAY
CRAI
CNDT
FMBH
RDWR
EVGO
ALTI
EU
SIBN
CLNE
NYMT
BBSI
CIFR
TARS
VERA
IMXI
AMCX
RDUS
VEON
WOOF
NKLA
ZYME
OPK
DMRC
BJRI
OFLX
ABVX
KC
DHC
AOSL
PUBM
CTBI
HCSG
ZEUS
EDIT
TIPT
KELYB
OABI
SDA
KELYA
CYRX
FUSN
HFWA
ABL
CNTA
RILY
HLVX
SCVL
AVO
SNCY
HA
NYAX
MTTR
LAB
ALXO
GHIX
MGNX
TILE
RGNX
HAYN
KIDS
PRME
OSBC
AMRK
TCPC
TVTX
CALT
QNST
SNPO
IIIV
TRML
STKL
CECO
FLWS
VALN
GSBC
THRY
ALEC
SSP
SLRN
PRTC
SLN
VITL
CFB
FCBC
HCAT
TRIN
EVLV
OLMA
HCKT
BIGC
ADPT
AAOI
CCAP
SCWX
HBT
VMEO
ATRI
LASR
SWBI
MERC
APLD
ANTX
OTLY
VINP
IMNM
AFRI
EWTX
EOLS
OSUR
TITN
PLPC
ANAB
RICK
CVLG
MBWM
UVSP
KE
CVRX
ALT
HDSN
WVE
MCBS
CDNA
ADTN
SVRA
ATNI
SPRY
HBNC
LEGH
ATEX
IGMS
BFST
HTBK
MODV
CHUY
BITF
TIGR
ASLE
CASS
FDUS
IRMD
IGIC
AVTE
GGR
APPS
MSBI
FRPH
ATRO
HAFC
DENN
TRST
NFBK
CCB
HSII
MXCT
EH
ISPR
TYRA
MITK
GOOD
SMBC
SAGA
NUKK
HEPS
CNSL
PETQ
SPWR
LYEL
FCEL
LQDT
UFCS
YORW
NNDM
RWAY
HONE
ALLO
CAC
TAST
MRNS
IBCP
CWCO
NVAX
KRNY
CSTL
MLAB
ATLC
ITRN
BMEA
CATC
LAND
COMM
CMPS
CVGW
DXPE
RVNC
PROC
ELVN
AEHR
VTRU
SILK
MGIC
LBC
ORGO
TRDA
OFIX
PGC
GAIN
GRVY
GLDD
FORR
BRY
WASH
GPRO
FMNB
AMNB
LUNG
JOUT
CEVA
GLAD
RBBN
TBPH
RR
CTLP
PCT
AVXL
SRDX
BYND
DGICB
LWLG
REPL
BWMX
THFF
BETR
LSEA
ONEW
CLOV
DGICA
LIND
PNTG
CRBU
PAHC
EZPW
KRT
OCUL
FULC
CCG
DHIL
CCBG
GCBC
ORIC
ALNT
HTBI
SPFI
PTSI
PLSE
JANX
RSVR
DDI
ZIMV
URGN
FATE
BWMN
LILM
CGEM
LIAN
GDEV
FFIC
RMR
AVAH
DJCO
AIRS
SOUN
KALV
AROW
RGP
IVVD
HYMC
NBN
ACIC
CCNE
AMRN
SLAM
MREO
HRZN
NN
ACIU
MVIS
LXEO
YMAB
PHAT
NRIX
NKTX
VALU
BHRB
FSBC
REAX
SHBI
CMPO
DSP
BBCP
THRD
HIFS
LMB
STTK
SMMF
COGT
EGHT
RGS
ALRS
NTGR
NCMI
TALK
SKYT
FARO
OSPN
EPIX
LYTS
CGNT
CGC
NETD
OCS
AMSWA
GRPN
ITOS
CLFD
PLL
ESQ
CDMO
MGTX
GLRE
MTC
PIII
AURA
SNDL
UROY
SHYF
UHG
CRMT
NGNE
SENEA
TMC
MOFG
PRAX
BVS
HCVI
NBBK
ARTNA
MPB
NAUT
ABUS
SENEB
DADA
PANL
DSKE
AVNW
RRBI
QRTEA
ACTG
JFIN
PBPB
SFIX
KRRO
CBUS
ORTX
ABSI
SIGA
RXT
CELC
CSTR
CCSI
FIP
QRTEB
WULF
XERS
DAKT
TREE
VNET
NBTX
CAN
EVER
MCBC
FNKO
ACNB
AUDC
ZUMZ
TERN
SHCR
MCFT
MLYS
WW
MTLS
LVOX
ANNX
ICG
RCEL
DOMO
ANSC
NVEC
GAMB
VYGR
BAND
VSTA
BWB
EBTC
FRBA
GNLX
NEGG
DCGO
LOVE
HROW
AXGN
NATR
FANH
CCCC
VLGEA
ZYXI
PROK
ANL
RBB
ADSE
PUYI
SMTI
HRTX
BOOM
SKIN
HBCP
PKOH
LMNR
TCMD
FISI
MRSN
WTBA
ARQT
IREN
GILT
SIFY
ESPR
IPXX
BMRC
LXRX
ME
MVST
SOHU
KMDA
RDZN
ANIK
JAKK
CARE
PFIS
CBNK
NNOX
JRVR
PGEN
NEWT
RENE
NPCE
MYPS
LCAA
SMLR
HIVE
TTSH
ATAI
BCAL
BSRR
INVZ
SPOK
SOPH
GHRS
BRLT
IVCB
TGAN
ATXS
CERS
SFST
FRST
CZNC
ATLX
UTMD
IBEX
WEYS
FMAO
ITIC
GWRS
FBIZ
WLFC
TLS
WHF
SSTI
NATH
AMSC
NWPX
HFFG
TRUE
REFI
JMSB
ORRF
LINC
RENB
BTMD
RMNI
LNKB
NRIM
VMD
LOCO
AVIR
IMMP
BAER
VBNK
IHRT
FDBC
HMST
QURE
MVBF
SKGR
UNTY
TSHA
SCLX
FSBW
FNLC
ERAS
BKCC
CZFS
FLIC
BLUE
OBIO
VSTM
GLUE
LYRA
THCH
PLCE
GRTS
SBT
WSBF
OBT
BLZE
ARAY
AKBA
HNRG
FENC
PSTX
SWIM
REKR
RPTX
CIVB
OPRX
ILPT
LE
HUMA
PRLH
EMLD
BRKH
ALLK
NODK
LX
MAXN
CHRS
ESCA
HNST
PRTH
LPSN
BOCN
PBFS
INZY
GENK
BCSA
PBYI
CDLX
DOYU
TCBX
MTRX
GASS
LTRX
BCML
RDVT
FSTR
PCB
TCRX
SGHT
MASS
PLAO
HOFT
TLIS
ESEA
KLTR
CCLP
AUGX
TROO
KOPN
CDT
SNBR
